domain_name,unlocked,creative_count,bare_kind,best_url,screenshot_s3,unlocked_params
2vrfdcxsrvf43.com,False,0,unknown,https://2vrfdcxsrvf43.com/,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/2vrfdcxsrvf43.com/09f12f1b-d49b-4299-8360-d51c073c6366/screenshot/full.png,
4klecdmksvr.com,True,1,unknown,https://4klecdmksvr.com/?ad_name=ind37,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/4klecdmksvr.com/1d44fd42-62f9-43f3-9597-d9810c3c7e80/screenshot/variant-ad_name-ind37.png,ad_name=ind37|pEl8X=tupkapday|pEl8X=nirpokcode|pEl8X=ajtan_Haq|pEl8X=origtupcls|adset_name=ind37|pEl8X=MI1_HT2|pEl8X=tupmz4el|pEl8X=MI2_HT2|pEl8X=tups111|pEl8X=MI2_Haq|pEl8X=tup5min|pEl8X=tupscdn|pEl8X=szvnknir
782erjkcndsxzlm.com,True,1,scam,https://782erjkcndsxzlm.com/?ad_name=ind37,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/782erjkcndsxzlm.com/1a5a61a1-9dca-4fed-a71d-07cd88b1223a/screenshot/variant-ad_name-ind37.png,ad_name=ind37|pEl8X=tupkapday|pEl8X=nirpokcode|pEl8X=ajtan_Haq|pEl8X=origtupcls|adset_name=ind37|pEl8X=MI1_HT2|pEl8X=tupmz4el|pEl8X=MI2_HT2|pEl8X=tups111|pEl8X=MI2_Haq|pEl8X=tup5min|pEl8X=tupscdn|pEl8X=szvnknir
9ewosmc32jnkver.com,True,1,unknown,https://9ewosmc32jnkver.com/?ad_name=ind37,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/9ewosmc32jnkver.com/f21d79b9-9cc7-41ae-8d0b-8775853b1a31/screenshot/variant-ad_name-ind37.png,ad_name=ind37|pEl8X=tupkapday|pEl8X=nirpokcode|pEl8X=ajtan_Haq|pEl8X=origtupcls|adset_name=ind37|pEl8X=MI1_HT2|pEl8X=tupmz4el|pEl8X=MI2_HT2|pEl8X=tups111|pEl8X=MI2_Haq|pEl8X=tup5min|pEl8X=tupscdn|pEl8X=szvnknir
9jefvnrcdjskz.com,True,3,mixed,https://9jefvnrcdjskz.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/9jefvnrcdjskz.com/c3a24aae-9266-40a0-8a3b-ef205ebc01a5/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
altaredbyfaith.com,False,0,scam,https://altaredbyfaith.com/,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/altaredbyfaith.com/9ea0acbb-f500-4656-8418-43bae13ab47b/screenshot/full.png,
becjksdnlrecve.com,True,1,unknown,https://becjksdnlrecve.com/?ad_name=ind37,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/becjksdnlrecve.com/fde0bfcb-f3b2-4cf9-861c-c46b37ed21ac/screenshot/variant-ad_name-ind37.png,ad_name=ind37|pEl8X=tupkapday|pEl8X=nirpokcode|pEl8X=ajtan_Haq|pEl8X=origtupcls|adset_name=ind37|pEl8X=MI1_HT2|pEl8X=tupmz4el|pEl8X=MI2_HT2|pEl8X=tups111|pEl8X=MI2_Haq|pEl8X=tup5min|pEl8X=tupscdn|pEl8X=szvnknir
bhvrucedsixnki.com,False,0,unknown,https://bhvrucedsixnki.com/,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/bhvrucedsixnki.com/a5c1ef7b-de4b-4427-ae2f-32448d31b5ed/screenshot/full.png,
brightcloudlane.com,True,2,unknown,https://brightcloudlane.com/?pEl8X=tupkapday,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/brightcloudlane.com/f39bac0f-cb34-4239-8d05-7170a704e834/screenshot/variant-pEl8X-tupkapday.png,pEl8X=tupkapday|pEl8X=nirpokcode|pEl8X=origtupcls|pEl8X=tupmz4el|pEl8X=tupscdn|pEl8X=szvnknir
brveindjskc.com,True,3,mixed,https://brveindjskc.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/brveindjskc.com/b767d5ed-ccf5-4826-9b76-3588e15ef7ad/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
brvjnkdcxoejh.com,True,3,mixed,https://brvjnkdcxoejh.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/brvjnkdcxoejh.com/59b9c8b4-d7c8-4298-bbc5-b3524bb036eb/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
dlescheit.com,True,2,unknown,https://dlescheit.com/?pEl8X=origtupcls,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/dlescheit.com/850d6bd1-8c5d-4954-a90d-e4bdb674fad2/screenshot/variant-pEl8X-origtupcls.png,pEl8X=origtupcls|pEl8X=tups111|pEl8X=tup5min|pEl8X=tupscdn
economicinsight360.com,False,0,unknown,https://economicinsight360.com/,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/economicinsight360.com/1baf832c-a220-4923-a908-98a23ce0d120/screenshot/full.png,
ecwdskndsdcsa.com,True,1,scam,https://ecwdskndsdcsa.com/?ad_name=ind37,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/ecwdskndsdcsa.com/bd85fc9b-bcdc-4e42-ae23-d1bc9862f4f7/screenshot/variant-ad_name-ind37.png,ad_name=ind37|pEl8X=tupkapday|pEl8X=nirpokcode|pEl8X=ajtan_Haq|pEl8X=origtupcls|adset_name=ind37|pEl8X=MI1_HT2|pEl8X=tupmz4el|pEl8X=MI2_HT2|pEl8X=tups111|pEl8X=MI2_Haq|pEl8X=tup5min|pEl8X=tupscdn|pEl8X=szvnknir
eiusbvniaofno.com,True,4,mixed,https://eiusbvniaofno.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/eiusbvniaofno.com/2eb04225-0dd8-4ff5-a20d-c9abae5c5571/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
everydaybirch.com,True,3,unknown,https://everydaybirch.com/?pEl8X=tupkapday,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/everydaybirch.com/836e52c4-469b-478d-982c-3d0707c9f461/screenshot/variant-pEl8X-tupkapday.png,pEl8X=tupkapday|pEl8X=nirpokcode|pEl8X=origtupcls|pEl8X=tupmz4el|pEl8X=tupscdn|pEl8X=szvnknir
ewcdsihojsa.com,True,1,unknown,https://ewcdsihojsa.com/?ad_name=ind37,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/ewcdsihojsa.com/6196b201-e601-40b0-a3d7-3e6800e8518f/screenshot/variant-ad_name-ind37.png,ad_name=ind37|pEl8X=tupkapday|pEl8X=nirpokcode|pEl8X=ajtan_Haq|pEl8X=origtupcls|adset_name=ind37|pEl8X=MI1_HT2|pEl8X=tupmz4el|pEl8X=MI2_HT2|pEl8X=tups111|pEl8X=MI2_Haq|pEl8X=tup5min|pEl8X=tupscdn|pEl8X=szvnknir
gbiredcsjnkx.com,True,4,mixed,https://gbiredcsjnkx.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/gbiredcsjnkx.com/c4c1ab6e-e7d3-444d-89ef-eca0f0da3bc5/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
gir4uencsokmlz.com,True,2,mixed,https://gir4uencsokmlz.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/gir4uencsokmlz.com/ec68d23a-63de-4af1-9ed6-d6a456292949/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
headlinexoras.com,False,0,scam,https://headlinexoras.com/,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/headlinexoras.com/eddcdd0d-eb63-4bd8-be5e-ee11cce0df1a/screenshot/full.png,
herbal-yr.fit,False,0,unknown,https://herbal-yr.fit/,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/herbal-yr.fit/d489d3c8-8ab1-45ec-8dd5-81b3059166c2/screenshot/full.png,
ibg4rejnfkdo.com,True,4,mixed,https://ibg4rejnfkdo.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/ibg4rejnfkdo.com/9e5304f4-d3a8-4783-99e3-098a38f13379/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
ibmgippt.com,True,2,unknown,https://ibmgippt.com/?pEl8X=origtupcls,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/ibmgippt.com/9664e6ba-097a-4a06-8d52-c92d60907cdc/screenshot/variant-pEl8X-origtupcls.png,pEl8X=origtupcls|pEl8X=tups111|pEl8X=tup5min|pEl8X=tupscdn
ibnurilbndscl.com,True,4,mixed,https://ibnurilbndscl.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/ibnurilbndscl.com/a8644119-6b5c-4267-8612-38822b3530b0/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
ibruevndscokml.com,True,3,mixed,https://ibruevndscokml.com/?pEl8X=ajtan_Haq,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/ibruevndscokml.com/a2cc6bbc-2ece-4997-9c31-f549b941e9ad/screenshot/variant-pEl8X-ajtan_Haq.png,pEl8X=ajtan_Haq|pEl8X=MI1_HT2|pEl8X=MI2_HT2|pEl8X=MI2_Haq
idasiop.com,True,1,unknown,https://idasiop.com/?pEl8X=tupmz4el,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/idasiop.com/9cefb1f1-4830-4ede-b67c-4e4765700834/screenshot/variant-pEl8X-tupmz4el.png,pEl8X=tupmz4el|pEl8X=tup5min
idnhout.com,True,3,unknown,https://idnhout.com/?pEl8X=origtupcls,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/idnhout.com/74332c7d-5f3a-4a46-ae10-14b050e9147c/screenshot/variant-pEl8X-origtupcls.png,pEl8X=origtupcls|pEl8X=tups111|pEl8X=tup5min|pEl8X=tupscdn
iknletu.com,False,0,unknown,https://iknletu.com/,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/iknletu.com/ae4b4ef5-7363-442e-b8b9-b955cc491b3a/screenshot/full.png,
iknroling.com,True,1,unknown,https://iknroling.com/?pEl8X=tupmz4el,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/iknroling.com/8127cabe-e5f9-4c35-92e8-b913f8b248d1/screenshot/variant-pEl8X-tupmz4el.png,pEl8X=tupmz4el|pEl8X=tup5min
ilnkarip.com,True,3,unknown,https://ilnkarip.com/?pEl8X=origtupcls,https://cxo-demo.s3.ap-south-1.amazonaws.com/domain-analyzer/SEBI-Data-Search/ilnkarip.com/8de02515-c372-45cf-861a-285846bb9b99/screenshot/variant-pEl8X-origtupcls.png,pEl8X=origtupcls|pEl8X=tups111|pEl8X=tup5min|pEl8X=tupscdn
